date,Very dry,Very wet,Median,2021-22 to date
1900-07-01,0.0,10.7,0.0,2.6
1900-07-02,0.0,22.2,0.0,5.800000000000001
1900-07-03,0.0,36.3,0.0,5.800000000000001
1900-07-04,0.0,45.5,0.7,5.800000000000001
1900-07-05,0.0,49.5,1.2,5.800000000000001
1900-07-06,0.0,59.4,3.5,5.800000000000001
1900-07-07,0.0,61.0,4.1,5.800000000000001
1900-07-08,0.0,61.0,5.8,5.800000000000001
1900-07-09,0.0,61.0,8.1,5.800000000000001
1900-07-10,0.0,65.80000000000001,9.7,11.3
1900-07-11,0.0,72.0,14.200000000000001,35.1
1900-07-12,0.0,79.00000000000001,15.5,35.300000000000004
1900-07-13,0.0,84.69999999999999,18.7,35.300000000000004
1900-07-14,0.0,87.19999999999999,20.2,35.300000000000004
1900-07-15,0.0,88.4,22.8,37.300000000000004
1900-07-16,0.0,97.0,24.2,37.50000000000001
1900-07-17,0.0,99.4,26.500000000000004,38.800000000000004
1900-07-18,0.0,99.4,29.1,38.800000000000004
1900-07-19,0.0,102.0,29.1,38.800000000000004
1900-07-20,0.0,114.1,30.3,38.800000000000004
1900-07-21,0.0,118.7,30.8,38.800000000000004
1900-07-22,0.0,123.6,33.099999999999994,38.800000000000004
1900-07-23,0.0,127.39999999999999,38.099999999999994,39.400000000000006
1900-07-24,0.0,154.0,43.1,39.60000000000001
1900-07-25,1.5,157.0,46.49999999999999,39.60000000000001
1900-07-26,1.5,167.2,49.00000000000001,39.60000000000001
1900-07-27,1.5,188.1,49.3,39.60000000000001
1900-07-28,2.5,188.1,50.99999999999999,39.60000000000001
1900-07-29,3.0,194.29999999999998,54.3,39.60000000000001
1900-07-30,3.8,194.29999999999998,60.400000000000006,39.60000000000001
1900-07-31,4.1,194.29999999999998,60.699999999999996,39.60000000000001
1900-08-01,5.3999999999999995,194.29999999999998,64.80000000000001,39.60000000000001
1900-08-02,5.699999999999999,198.4,64.80000000000001,39.60000000000001
1900-08-03,5.8999999999999995,198.4,66.10000000000001,43.60000000000001
1900-08-04,5.8999999999999995,201.4,71.0,43.60000000000001
1900-08-05,5.8999999999999995,201.4,74.0,43.60000000000001
1900-08-06,5.8999999999999995,218.6,79.1,43.60000000000001
1900-08-07,8.399999999999999,229.10000000000005,79.89999999999999,43.60000000000001
1900-08-08,8.399999999999999,229.10000000000005,80.89999999999999,44.60000000000001
1900-08-09,9.1,229.10000000000005,80.89999999999999,49.400000000000006
1900-08-10,9.1,232.90000000000006,80.89999999999999,49.400000000000006
1900-08-11,9.1,240.09999999999994,81.6,49.400000000000006
1900-08-12,9.1,240.29999999999993,83.39999999999999,49.400000000000006
1900-08-13,9.1,241.49999999999991,86.50000000000001,49.400000000000006
1900-08-14,9.1,241.49999999999991,88.10000000000001,49.400000000000006
1900-08-15,9.1,245.89999999999992,90.80000000000001,49.400000000000006
1900-08-16,9.1,247.29999999999993,93.80000000000001,49.400000000000006
1900-08-17,9.1,247.29999999999993,95.7,49.400000000000006
1900-08-18,9.1,247.29999999999993,104.9,49.400000000000006
1900-08-19,9.1,247.29999999999993,104.9,49.400000000000006
1900-08-20,9.1,251.3,106.1,49.400000000000006
1900-08-21,9.1,259.9,110.8,49.400000000000006
1900-08-22,9.1,266.7,112.9,49.400000000000006
1900-08-23,9.1,266.7,114.59999999999998,49.400000000000006
1900-08-24,14.399999999999999,266.7,119.20000000000002,81.80000000000001
1900-08-25,21.099999999999998,268.9,127.5,127.30000000000001
1900-08-26,23.799999999999997,272.8,130.8,127.4
1900-08-27,23.799999999999997,287.3000000000001,136.70000000000002,127.4
1900-08-28,23.799999999999997,291.6,136.70000000000002,127.4
1900-08-29,28.099999999999998,293.40000000000003,139.29999999999998,127.4
1900-08-30,28.099999999999998,295.20000000000005,139.29999999999998,127.4
1900-08-31,28.099999999999998,298.3,145.4,127.4
1900-09-01,28.099999999999998,298.3,145.9,127.4
1900-09-02,28.099999999999998,298.3,145.9,127.4
1900-09-03,33.699999999999996,302.6,146.2,127.4
1900-09-04,36.0,302.6,152.9,127.4
1900-09-05,36.0,303.00000000000006,153.70000000000002,139.6
1900-09-06,36.99999999999999,310.20000000000005,156.30000000000004,141.2
1900-09-07,36.99999999999999,314.00000000000006,162.29999999999998,141.2
1900-09-08,36.99999999999999,315.0,162.29999999999998,141.2
1900-09-09,36.99999999999999,318.30000000000007,162.29999999999998,141.2
1900-09-10,41.2,320.6,167.50000000000003,141.2
1900-09-11,42.0,327.0,170.79999999999998,141.2
1900-09-12,42.0,335.5000000000001,170.79999999999998,141.2
1900-09-13,42.0,335.5000000000001,170.79999999999998,141.2
1900-09-14,42.79999999999999,335.5000000000001,172.60000000000008,159.79999999999998
1900-09-15,42.79999999999999,341.50000000000006,172.9000000000001,164.79999999999998
1900-09-16,42.79999999999999,343.2000000000001,172.9000000000001,164.99999999999997
1900-09-17,42.79999999999999,343.2000000000001,174.29999999999998,164.99999999999997
1900-09-18,42.79999999999999,344.5,178.96666666666667,164.99999999999997
1900-09-19,42.79999999999999,347.5,185.40000000000003,167.99999999999997
1900-09-20,42.79999999999999,349.0,188.7,167.99999999999997
1900-09-21,46.39999999999999,349.0,195.9,171.99999999999997
1900-09-22,46.39999999999999,351.5,196.90000000000003,171.99999999999997
1900-09-23,46.39999999999999,351.5,196.90000000000003,171.99999999999997
1900-09-24,46.39999999999999,351.5,197.30000000000007,171.99999999999997
1900-09-25,46.39999999999999,371.80000000000007,200.60000000000008,171.99999999999997
1900-09-26,46.39999999999999,382.9000000000001,204.50000000000003,174.79999999999998
1900-09-27,46.39999999999999,382.9000000000001,204.50000000000003,175.39999999999998
1900-09-28,47.89999999999999,382.9000000000001,207.80000000000004,175.39999999999998
