date,Very dry,Very wet,Median,2021 to date
1900-01-01,0.0,1.4200000000000002,0.0,0.6
1900-01-02,0.0,20.060000000000002,0.0,8.2
1900-01-03,0.0,30.45000000000001,1.2,10.2
1900-01-04,0.0,39.07000000000001,2.9000000000000004,11.799999999999999
1900-01-05,0.0,48.0,5.6,18.4
1900-01-06,0.0,50.57,9.100000000000001,18.7
1900-01-07,0.0,55.10999999999999,9.55,19.7
1900-01-08,0.4,58.120000000000005,13.850000000000001,22.9
1900-01-09,0.7600000000000002,58.300000000000004,14.8,22.9
1900-01-10,1.8800000000000003,59.910000000000004,16.3,22.9
1900-01-11,1.8800000000000003,66.58,16.3,22.9
1900-01-12,1.8800000000000003,66.58,16.3,22.9
1900-01-13,2.780000000000001,71.9,21.299999999999997,22.9
1900-01-14,4.49,72.98,25.6,22.9
1900-01-15,4.49,73.88000000000001,27.65,22.9
1900-01-16,4.590000000000001,78.29,29.1,22.9
1900-01-17,6.1000000000000005,80.91000000000003,34.6,22.9
1900-01-18,6.1000000000000005,84.93,35.2,22.9
1900-01-19,6.1000000000000005,89.54000000000002,39.95,22.9
1900-01-20,6.1000000000000005,95.84000000000002,41.25,23.7
1900-01-21,6.280000000000001,109.78000000000002,46.400000000000006,23.7
1900-01-22,6.36,115.44,55.60000000000001,23.7
1900-01-23,6.85,121.25000000000003,57.8,23.7
1900-01-24,6.85,127.31000000000002,57.849999999999994,23.7
1900-01-25,8.430000000000001,152.35000000000002,57.849999999999994,23.7
1900-01-26,8.97,153.10000000000002,58.95,23.7
1900-01-27,19.000000000000004,153.10000000000002,68.3,23.7
1900-01-28,19.96,162.80999999999997,72.8,25.099999999999998
1900-01-29,19.96,163.96000000000004,74.35,33.699999999999996
1900-01-30,19.96,164.23000000000002,74.35,54.3
1900-01-31,20.180000000000003,170.35000000000002,80.25,56.099999999999994
1900-02-01,21.55,174.97000000000006,86.55,56.099999999999994
1900-02-02,21.91,208.3,88.55,102.1
1900-02-03,21.91,210.38,93.0,102.1
1900-02-04,22.19,216.7,100.79999999999998,102.1
1900-02-05,22.19,231.97,113.14999999999998,102.3
1900-02-06,22.19,237.13000000000002,116.74999999999999,103.5
1900-02-07,22.19,279.48999999999995,117.94999999999999,105.7
1900-02-08,24.0,279.48999999999995,126.7,107.10000000000001
1900-02-09,26.340000000000003,279.48999999999995,131.4,107.30000000000001
1900-02-10,26.740000000000002,290.01000000000005,131.4,107.30000000000001
1900-02-11,32.400000000000006,322.12,140.9,107.30000000000001
1900-02-12,32.400000000000006,332.7200000000001,140.9,107.30000000000001
1900-02-13,36.29,335.15000000000015,141.8,121.70000000000002
1900-02-14,36.87,335.79000000000013,146.05,134.9
1900-02-15,37.050000000000004,342.73000000000013,148.55,134.9
1900-02-16,37.59,343.58000000000015,150.50000000000003,136.3
1900-02-17,43.56,344.09000000000015,152.60000000000002,148.5
