date,Very dry,Very wet,Median,2021 to date
1900-01-01,0.0,0.2,0.0,0.0
1900-01-02,0.0,9.0,0.0,0.0
1900-01-03,0.0,11.850000000000001,0.0,0.0
1900-01-04,0.0,23.2,0.55,0.9
1900-01-05,0.0,29.0,1.1,16.599999999999998
1900-01-06,0.0,35.1,4.5,23.4
1900-01-07,0.0,37.64999999999999,6.55,26.4
1900-01-08,0.0,39.08333333333333,8.55,33.1
1900-01-09,0.0,43.65,10.700000000000001,34.300000000000004
1900-01-10,0.0,55.849999999999994,12.200000000000001,34.300000000000004
1900-01-11,0.0,56.05,12.950000000000001,34.300000000000004
1900-01-12,0.0,56.05,15.0,34.300000000000004
1900-01-13,0.44999999999999996,56.05,15.899999999999999,34.300000000000004
1900-01-14,1.6666666666666665,56.175,20.1,34.300000000000004
1900-01-15,3.0166666666666666,57.175,20.799999999999997,34.300000000000004
1900-01-16,3.0166666666666666,57.425,21.85,34.300000000000004
1900-01-17,3.0166666666666666,84.35,24.1,34.300000000000004
1900-01-18,5.35,91.94999999999999,26.75,34.300000000000004
1900-01-19,5.35,98.05,30.5,34.300000000000004
1900-01-20,5.35,102.05,33.4,35.7
1900-01-21,12.350000000000001,111.35,37.05,35.7
1900-01-22,12.850000000000001,116.75,47.86666666666666,35.7
1900-01-23,13.45,118.64999999999999,52.766666666666666,35.7
1900-01-24,16.7,120.25,53.099999999999994,35.7
1900-01-25,18.05,126.44999999999999,55.15,35.7
1900-01-26,18.05,148.5,56.233333333333334,35.7
1900-01-27,18.05,152.0,56.233333333333334,35.7
1900-01-28,18.2,169.3,56.90833333333333,37.900000000000006
1900-01-29,24.0,174.5,59.175,44.900000000000006
1900-01-30,24.0,174.5,60.449999999999996,48.800000000000004
1900-01-31,24.0,174.5,63.55,50.800000000000004
1900-02-01,24.0,184.70000000000002,68.25,51.2
1900-02-02,25.199999999999996,188.70000000000002,73.25833333333333,84.1
1900-02-03,26.3,207.06666666666666,87.15,84.1
1900-02-04,26.3,207.16666666666669,87.15,84.1
1900-02-05,27.799999999999997,215.23333333333335,87.15,84.1
1900-02-06,27.799999999999997,258.83333333333337,90.92500000000001,84.1
1900-02-07,27.95,269.25,97.6875,84.6
1900-02-08,27.95,273.95000000000005,97.6875,85.6
1900-02-09,27.95,278.16666666666663,109.76249999999999,86.6
1900-02-10,29.6,305.25,110.0625,86.6
1900-02-11,31.4,307.35,110.0625,86.6
1900-02-12,33.9,313.4,121.39999999999998,86.6
1900-02-13,38.550000000000004,335.69999999999993,133.35,100.5
1900-02-14,39.85000000000001,345.35,133.75,117.8
1900-02-15,40.7,354.45000000000005,141.90000000000003,117.8
1900-02-16,44.50000000000001,354.5,145.43333333333334,123.7
1900-02-17,45.733333333333334,354.5,145.43333333333334,131.3
1900-02-18,45.733333333333334,354.5,146.83333333333334,133.10000000000002
1900-02-19,45.733333333333334,354.5,146.83333333333334,145.20000000000002
1900-02-20,45.733333333333334,356.79999999999995,146.83333333333334,145.50000000000003
1900-02-21,49.03333333333333,361.69999999999993,147.23333333333335,145.50000000000003
1900-02-22,49.03333333333333,362.79999999999995,151.98333333333335,145.50000000000003
1900-02-23,50.2,362.79999999999995,152.63333333333335,145.50000000000003
1900-02-24,55.00833333333334,370.34999999999997,152.63333333333335,145.50000000000003
1900-02-25,66.275,370.34999999999997,163.38333333333335,148.50000000000003
1900-02-26,73.41666666666666,370.34999999999997,163.55000000000004,148.50000000000003
1900-02-27,73.61666666666667,370.34999999999997,168.63333333333335,154.40000000000003
1900-02-28,75.55833333333332,370.34999999999997,168.98333333333335,155.70000000000005
1900-03-01,79.75833333333333,381.44999999999993,174.04583333333335,155.70000000000005
1900-03-02,79.90833333333332,383.5999999999999,174.04583333333335,155.70000000000005
1900-03-03,79.90833333333332,388.75,175.04583333333335,155.70000000000005
1900-03-04,79.90833333333332,393.45,175.04583333333335,155.70000000000005
1900-03-05,79.90833333333332,393.54999999999995,177.33333333333331,155.70000000000005
1900-03-06,80.15833333333332,393.54999999999995,178.83333333333331,155.70000000000005
1900-03-07,80.15833333333332,397.75,178.83333333333331,155.70000000000005
1900-03-08,80.15833333333332,398.15,183.4,155.70000000000005
1900-03-09,80.15833333333332,399.2833333333333,188.4,157.70000000000005
1900-03-10,80.41666666666666,399.2833333333333,189.3,157.70000000000005
1900-03-11,91.91666666666666,399.2833333333333,189.70000000000002,157.70000000000005
1900-03-12,101.08333333333331,404.6833333333333,193.19166666666666,161.00000000000006
1900-03-13,104.15833333333332,408.9833333333333,194.69166666666666,161.00000000000006
1900-03-14,104.15833333333332,409.1833333333333,194.69166666666666,165.20000000000005
1900-03-15,104.85833333333332,409.1833333333333,204.925,203.40000000000003
1900-03-16,105.00833333333333,410.08333333333326,213.80000000000004,203.40000000000003
