date,Very dry,Very wet,Median,2021 to date
1900-03-22,220.20000000000005,643.6000000000003,409.79999999999995,1134.1999999999998
1900-03-23,220.20000000000005,659.1999999999999,419.99999999999994,
1900-03-24,220.20000000000005,659.4,439.90000000000003,
1900-03-25,220.20000000000005,669.9999999999999,439.90000000000003,
1900-03-26,221.20000000000005,682.9999999999999,441.9999999999999,
1900-03-27,221.20000000000005,687.6,441.9999999999999,
1900-03-28,221.20000000000005,693.3,441.9999999999999,
1900-03-29,221.20000000000005,693.3,448.6000000000001,
1900-03-30,221.20000000000005,693.3,456.19999999999993,
1900-03-31,221.4,738.5999999999997,456.8,
1900-04-01,224.3,739.7999999999997,464.8,
1900-04-02,225.60000000000002,743.1999999999997,476.7000000000001,
1900-04-03,250.00000000000003,750.3999999999997,480.7,
1900-04-04,250.50000000000003,764.1999999999997,480.9,
1900-04-05,250.50000000000003,770.3999999999997,488.4000000000001,
1900-04-06,256.3,781.7999999999997,491.7000000000001,
1900-04-07,256.3,785.8,504.3,
1900-04-08,278.5,788.4,515.1,
1900-04-09,278.5,795.0,515.1,
1900-04-10,278.5,809.8,531.1,
1900-04-11,278.5,819.0999999999999,535.0,
1900-04-12,278.5,819.0999999999999,545.3000000000002,
1900-04-13,278.5,829.0999999999999,551.7000000000002,
1900-04-14,289.4,832.3999999999999,555.1000000000001,
1900-04-15,296.70000000000005,852.0999999999996,557.6,
1900-04-16,302.0000000000001,853.7999999999996,557.8,
1900-04-17,303.3000000000001,853.7999999999996,561.8000000000001,
1900-04-18,303.6000000000001,853.7999999999996,563.1,
1900-04-19,303.6000000000001,854.3999999999996,563.1,
1900-04-20,305.79999999999995,860.1999999999996,565.9000000000001,
1900-04-21,305.80000000000007,918.7999999999998,565.9000000000001,
1900-04-22,305.80000000000007,918.7999999999998,565.9000000000001,
1900-04-23,305.80000000000007,944.7999999999995,573.4999999999999,
1900-04-24,305.80000000000007,950.1999999999995,582.5,
1900-04-25,310.19999999999993,953.5999999999999,582.5,
1900-04-26,310.19999999999993,953.5999999999999,586.1,
1900-04-27,311.2000000000001,967.5999999999998,588.4999999999999,
1900-04-28,311.2000000000001,982.1999999999997,591.9999999999999,
1900-04-29,311.3999999999999,982.1999999999997,600.6999999999998,
1900-04-30,311.3999999999999,982.1999999999997,600.6999999999998,
1900-05-01,312.0000000000001,999.8000000000001,600.6999999999998,
1900-05-02,318.10000000000014,999.8000000000001,600.9999999999999,
1900-05-03,319.40000000000015,999.8000000000001,621.4999999999998,
1900-05-04,323.7999999999999,1002.3999999999997,624.4000000000001,
1900-05-05,355.10000000000014,1002.3999999999997,631.1999999999999,
1900-05-06,373.1999999999999,1002.3999999999997,640.1000000000001,
1900-05-07,373.39999999999986,1002.3999999999997,641.0999999999999,
1900-05-08,376.30000000000007,1002.3999999999997,641.0999999999999,
1900-05-09,386.60000000000014,1010.3000000000001,644.4000000000001,
1900-05-10,395.90000000000026,1012.8000000000001,646.1999999999999,
1900-05-11,395.90000000000026,1019.9999999999998,647.1999999999999,
1900-05-12,399.2000000000003,1023.1999999999999,653.5,
1900-05-13,405.9666666666666,1037.2000000000003,655.5,
1900-05-14,409.70000000000016,1037.2000000000003,657.3,
1900-05-15,409.70000000000016,1037.4000000000003,663.6999999999999,
1900-05-16,409.70000000000016,1037.4000000000003,669.5,
1900-05-17,409.70000000000016,1037.4000000000003,678.4,
1900-05-18,418.36666666666656,1037.4000000000003,679.8000000000001,
1900-05-19,421.36666666666656,1037.4000000000003,681.3000000000001,
1900-05-20,426.80000000000007,1037.4000000000003,682.7999999999996,
1900-05-21,426.80000000000007,1046.6999999999996,687.4999999999998,
1900-05-22,426.80000000000007,1050.6999999999996,693.0,
1900-05-23,426.80000000000007,1050.6999999999996,700.2999999999996,
1900-05-24,426.80000000000007,1053.0999999999997,700.2999999999996,
1900-05-25,426.80000000000007,1053.0999999999997,712.2999999999998,
1900-05-26,427.30000000000007,1053.0999999999997,712.2999999999998,
1900-05-27,427.30000000000007,1063.1,712.2999999999998,
1900-05-28,427.30000000000007,1063.5,722.6999999999999,
1900-05-29,429.90000000000026,1063.5,724.1999999999999,
1900-05-30,439.1000000000003,1063.5,748.2000000000002,
1900-05-31,439.1000000000003,1063.5,750.7,
1900-06-01,439.1000000000003,1064.0999999999997,753.5,
1900-06-02,439.1000000000003,1071.2999999999993,753.8999999999999,
1900-06-03,439.1000000000003,1077.9999999999995,766.8,
1900-06-04,440.80000000000007,1083.0999999999995,770.4,
1900-06-05,442.1000000000001,1084.3999999999994,795.0,
1900-06-06,442.1000000000001,1084.3999999999994,795.0,
1900-06-07,442.1000000000001,1084.8999999999994,799.5,
1900-06-08,472.20000000000005,1084.8999999999994,799.8,
1900-06-09,472.20000000000005,1084.8999999999994,799.8,
1900-06-10,472.20000000000005,1106.1000000000004,799.8,
1900-06-11,477.0000000000001,1106.1000000000004,799.8,
1900-06-12,477.0000000000001,1129.8999999999999,819.5,
1900-06-13,477.0000000000001,1151.9,821.8000000000001,
1900-06-14,477.0000000000001,1154.9999999999998,823.1,
1900-06-15,477.0000000000001,1163.1000000000001,824.1,
1900-06-16,477.0000000000001,1163.1000000000001,839.3999999999995,
1900-06-17,477.0000000000001,1163.1000000000001,850.8,
1900-06-18,477.0000000000001,1164.4,859.4999999999995,
1900-06-19,477.0000000000001,1166.4,859.4999999999995,
1900-06-20,483.9000000000001,1182.4999999999998,859.4999999999995,
1900-06-21,483.9000000000001,1191.5,866.2999999999997,
1900-06-22,483.9000000000001,1213.8999999999996,873.2999999999997,
1900-06-23,483.9000000000001,1243.0999999999997,873.4999999999998,
1900-06-24,483.9000000000001,1272.6999999999996,873.4999999999998,
1900-06-25,483.9000000000001,1285.0000000000002,885.0999999999999,
1900-06-26,486.9000000000001,1285.0000000000002,885.0999999999999,
1900-06-27,489.00000000000006,1305.6000000000001,885.0999999999999,
1900-06-28,509.5999999999998,1309.2,885.0999999999999,
1900-06-29,520.9999999999998,1324.5999999999997,887.3,
1900-06-30,526.5,1324.5999999999997,891.8000000000001,
